rank,name,model,category,seller,yahoo_price,net_cost,has_discount,discount_rate,mercapi_median,mercapi_count,mercapi_total_found,yahooAuction_median,yahooAuction_count,conservative_median,shipping,profit_yen,profit_margin,profit_small,is_profitable,confidence,total_count,yahoo_url
48,SIROCA　シロカ 壁掛け扇風機 壁掛けふわビューン DCモーター搭載 自動首振り機能あり リモコン付き ホワイト　SF-W251,SF-W251,扇風機本体,コジマYahoo!店,12980,10662,False,0,3300,3,3,12271,6,3300,600,-8292,-251.27,-8292,False,high,9,https://store.shopping.yahoo.co.jp/y-kojima/4589919849383.html
49,クレイモア　卓上扇風機 DCモーター搭載 (省エネタイプ) FAN V600＋ 充電式 SAND BEIGE　CLFN-V610,CLFN-V610,扇風機本体,コジマYahoo!店,5980,4432,False,0,5500,18,20,7030,10,5500,600,-82,-1.49,-82,False,high,28,https://store.shopping.yahoo.co.jp/y-kojima/4589603333662.html
58,SWITCHBOT　スマートサーキュレーターLite ［DCモーター搭載 /リモコン付き］　W3800511,SWITCHBOT,扇風機本体,コジマYahoo!店,10980,8882,False,0,3090,120,15000,,0,3090,600,-6701,-216.86,-6701,False,high,120,https://store.shopping.yahoo.co.jp/y-kojima/0810150541441.html
59,ライフオンプロダクツ　Modern Collection パネライトサーキュレーター（6400lm） JAVALO ELF [リモコン付き /白色〜電球色]　JE-CF029,JE-CF029,その他天井照明、シーリングライト,コジマYahoo!店,32780,28284,False,0,13000,2,2,32780,10,13000,600,-17184,-132.18,-17184,False,high,12,https://store.shopping.yahoo.co.jp/y-kojima/4944370041743.html
73,象印マホービン　ZOJIRUSHI　【アウトレット】 電気ケトル [1.0L]　CK-DB10-BM スレートブラック,CK-DB10-BM,電気ケトル,コジマYahoo!店,6358,4769,False,0,4085,8,8,8709,18,4085,600,-1692,-41.43,-1692,False,high,26,https://store.shopping.yahoo.co.jp/y-kojima/4974305224057.html
60,ヤマゼン　サーキュレーター扇風機 DCモーター搭載 (省エネタイプ) 23cm 7枚 PD仕様 リモコン付き ブルーグレー　RLX-MP023-A,RLX-MP023-A,扇風機本体,コジマYahoo!店,6980,5322,False,0,7835,2,2,6980,1,6980,600,360,5.16,360,False,medium,3,https://store.shopping.yahoo.co.jp/y-kojima/4550533214475.html
61,SIROCA　3Dサーキュレーター扇風機 DCモーター搭載 (省エネタイプ) 自動首振り機能あり 23cm 5枚 リモコン付き ホワイト　SF-C223-W,SF-C223-W,扇風機本体,コジマYahoo!店,16800,14062,False,0,13000,4,4,16800,6,13000,600,-2962,-22.78,-2962,False,high,10,https://store.shopping.yahoo.co.jp/y-kojima/4589919837199.html
65,シャープ　SHARP　「除湿機用】HEPAフィルター　FZ-D10HF,FZ-D10HF,除湿機部品、アクセサリー,コジマYahoo!店,3630,2341,False,0,5000,19,17,4070,18,4070,1200,122,3.0,122,False,high,37,https://store.shopping.yahoo.co.jp/y-kojima/4974019819679.html
62,カドー　DC除菌サーキュレーター扇風機 クールグレー  (DCモーター搭載 /リモコン付き)　STR-1800F-CG,STR-1800F-CG,扇風機本体,コジマYahoo!店,33000,28480,False,0,23450,2,2,33000,6,23450,600,-7975,-34.01,-7975,False,high,8,https://store.shopping.yahoo.co.jp/y-kojima/4562337506731.html
63,エレコム　ELECOM　サーキュレーター 自動首振り機能あり タイマー機能 Type-C 給電 専用バッグ付き NESTOUT FAN-1 +ACCESSORIES ブラック　FAN-NEST-GF1FBK,FAN-NEST-GF1FBK,扇風機本体,コジマYahoo!店,13980,11552,False,0,9099,5,5,13980,6,9099,600,-3963,-43.55,-3963,False,high,11,https://store.shopping.yahoo.co.jp/y-kojima/4549550310475.html
66,シャープ　SHARP　「除湿機用】脱臭フィルター　FZ-D10DF,FZ-D10DF,除湿機部品、アクセサリー,コジマYahoo!店,2980,1762,False,0,9500,26,13,3310,18,3310,1200,17,0.51,17,False,high,44,https://store.shopping.yahoo.co.jp/y-kojima/4974019819686.html
